Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
2010-04-16,20082.9901369863,26407.85830985916,5461.434769230768,25363.283424657533,4870.772857142859,21108.97722222224,5803.259857142857,12795.900289855072,8096.072,24678.938378378385,18637.230281690143,13685.67885714286,24590.00594594594,29469.286249999997,9160.123571428572,6712.498615384615,11143.217058823531,16457.646666666667,20282.703749999997,28368.35128571429,10377.19579710145,14506.792318840584,18411.76742857142,17614.815555555557,10676.292537313433,12936.40542857143,26161.98535211267,18117.723714285712,7713.6490909090935,9421.083200000001,19534.97542857143,15250.186901408451,7506.820487804878,12648.55534246575,16431.629545454547,12728.935789473684,10704.996530612245,6892.316122448979,18012.68086956522,12791.840000000002,14905.554142857138,11692.0885106383,13505.643999999998,5600.974799999999,11674.954626865665
2010-04-23,19323.001666666667,25661.84408450704,5312.135156250002,24360.512162162166,4813.9955,21696.28154929577,6041.06343283582,12325.22115942029,8144.726166666668,25061.942876712325,18605.312318840584,14403.383188405796,25801.767162162152,30114.717042253516,9320.255072463773,5876.681587301587,14170.881594202896,16177.622142857137,19956.07301369862,26840.891714285717,10570.30279411765,14052.09376811594,18521.451830985912,17082.6622972973,9921.88171428571,12781.606811594203,26431.50671428571,17280.23902777778,7656.510000000001,9249.087800000001,18034.729577464786,14691.43561643836,6581.575499999999,12820.291267605637,16830.719393939395,11131.199999999999,10755.505714285715,6981.704583333332,18554.0847826087,12070.835571428572,15247.724857142857,10475.846170212764,13890.37717391304,5679.327346938775,11026.163235294118
2010-04-30,20071.840985915496,25386.623802816903,5473.460454545452,25595.398309859156,4896.685901639343,21099.720563380277,5661.448636363635,11123.894857142863,8195.390333333333,23875.927866666665,17461.505492957745,14032.650294117646,23810.978266666672,29328.945352112674,8393.986911764705,5900.783538461536,12427.672769230772,15594.796470588233,19514.799583333344,27028.918450704226,10007.83367647059,14169.319710144933,17738.23267605634,17258.59164383561,10551.104776119402,13108.75144927536,25798.357714285707,16717.901690140847,7367.8451470588225,9308.986530612245,17509.862535211272,14613.597671232872,6728.859268292683,12111.580140845066,16875.856153846158,11741.01641025641,10357.0166,7041.242708333335,18316.472318840573,11838.236376811592,15880.001641791043,10162.039787234042,14016.446888888888,5687.451041666667,11170.690454545454
2010-05-07,22277.154444444448,27980.571369863017,6338.473968253972,28177.83295774648,5294.0095238095255,22815.775211267603,5991.724696969699,13482.661176470587,8485.945322580645,26320.988493150693,18747.56828571429,15570.75029850746,27101.060270270264,33858.80742857144,9584.766376811596,6300.269062499997,12785.585606060607,17214.865774647882,21753.05236111111,30101.441971830984,10955.432647058828,15484.901176470588,19790.612753623183,19855.00042253521,10499.550289855073,15572.170000000004,27316.32169014084,21290.18361111111,8360.25514705882,9344.570204081632,19461.926760563376,15745.244166666671,7601.63093023256,13429.5138028169,18186.152000000002,12234.300500000001,11086.423877551018,7673.148799999999,19367.203,14425.672285714283,16329.6975,12400.98340425532,14712.736170212767,5824.078775510204,12305.920606060603
2010-05-14,20753.49305555556,26489.469859154924,6005.592812500001,25693.113424657535,4863.504426229508,22087.81739130435,5562.292686567165,12657.070144927533,8213.213333333337,25111.894583333335,18097.087571428565,14206.69073529412,25894.15671232876,29996.77647887323,8614.278260869567,6377.315873015872,11967.00132352941,15388.96464788732,19689.307534246578,29466.835072463764,10640.586470588238,14317.431323529408,18884.856376811593,18968.77957746479,10265.79338235294,14517.367014925368,25589.802500000005,17798.553285714293,7745.386268656719,9826.980638297871,17879.00819444445,14785.130410958904,7701.709534883721,13153.865352112674,16481.754776119404,11350.803333333333,10103.9216,7064.781632653061,17782.575362318843,13148.731449275363,16180.275652173914,12541.012222222223,14392.741458333336,5969.081666666666,11316.15223880597
2010-05-21,19995.172428571434,26717.423943661965,5544.567258064518,26813.41690140845,5026.9248333333335,21276.922777777785,5811.70073529412,11690.474428571428,8580.931186440677,26022.726478873235,18166.380285714295,14093.743529411764,25049.427027027028,30553.436231884054,8808.544285714286,6696.930923076924,12156.27205882353,16948.02092307692,19404.453098591548,26672.350704225348,11078.848823529413,14202.578115942022,18963.203999999998,18335.469285714284,10354.606176470592,14096.643,25867.543380281684,17398.91014285714,7606.391212121215,9115.0368,19105.794285714288,15886.379861111109,6843.353488372093,13051.66171428571,16846.5965625,11307.570952380955,10635.30625,6948.920000000002,19574.985217391302,12834.984202898551,16617.633285714288,10731.982127659576,14299.193191489358,5682.2414893617015,11162.511194029848
2010-05-28,20458.142142857145,27958.769857142852,5646.600483870966,26536.195714285717,4920.843015873017,23492.438,6607.978358208958,12580.312463768114,9149.89393442623,26090.659863013698,18322.79014492754,14050.752352941166,25369.714324324326,30932.66888888889,10639.612571428575,7610.000000000002,13027.128656716415,19034.587727272723,23223.698873239442,29098.379577464784,11106.09205882353,16473.737313432834,22770.41391304347,20758.70633802817,11827.500597014927,15733.111617647053,28035.26671428571,16808.403571428575,9025.4321875,9839.875744680849,18442.777042253518,16745.317361111116,6494.100697674419,13095.394166666667,18542.08303030303,10644.057619047619,10862.065714285714,6801.446458333333,19790.45782608696,14830.633382352937,17558.51042253522,11002.205227272727,13410.973617021275,5837.820199999999,11780.859264705889
2010-06-04,22753.869154929576,30036.28471428571,6402.72258064516,27189.865428571433,5630.431499999997,26160.282957746476,7379.466956521739,13887.324782608695,9933.24508474576,26457.620273972596,19947.459857142854,15431.725882352943,27708.290684931508,33290.161549295786,10346.156716417912,8067.12203125,13088.102537313436,19262.299393939393,21097.40958333333,31480.27642857143,11853.12470588235,16110.869558823535,21330.077605633818,22705.346521739128,11074.716521739128,14752.980294117646,29198.628028169016,22372.145217391306,8776.382985074628,9548.827083333332,20394.635714285716,16186.407887323947,6630.232558139536,13419.270972222217,19429.98045454545,11216.401904761904,9983.229583333334,7837.185000000001,21602.970714285715,15034.700428571428,18914.030434782606,12087.959130434783,14208.594375,5762.282040816327,12316.891470588238
2010-06-11,21726.212535211267,28528.714929577465,5635.191904761902,26723.13185714287,4862.982131147541,24080.74785714286,7225.8097101449275,13258.490724637682,8859.587796610169,25739.742394366192,19699.571323529402,15394.54106060606,27538.931891891894,32136.71485714285,9243.840149253732,8368.551718749999,12615.704626865665,17515.251044776116,20152.627714285714,30006.997,11706.052985074632,15159.949571428571,21168.11852941176,19103.58625,10840.635294117645,15792.096911764707,26768.756142857143,19271.35957142857,8318.716615384614,9281.878333333334,19672.747571428572,16556.58458333333,7063.654318181818,13638.307999999995,17582.01075757576,10877.004186046512,10039.898124999998,6451.429999999999,19591.50471428572,14602.53144927536,17388.562714285716,13200.404347826086,14553.701063829787,6057.5142857142855,11861.175671641788
2010-06-18,21786.725507246374,28594.813714285712,5778.997619047619,27179.385211267607,4980.882539682539,23960.68914285714,7075.648382352945,12607.573333333334,8696.167288135592,25522.72555555556,18824.26647887324,14061.929411764704,27444.319315068493,32123.508428571433,9454.051159420289,8573.80714285714,12911.709852941174,17400.38117647058,20240.477638888893,29884.33757142857,11545.651323529413,15483.753676470587,21850.854057971002,19072.791267605633,11310.796231884056,14511.401014492754,26210.864861111113,18371.29072463768,8595.872923076924,9137.296326530612,19268.874366197182,16199.88338028169,6190.888181818183,12898.79506849315,18151.905454545456,10793.216,10321.665714285715,6455.612500000001,19830.6152173913,13901.50428571428,17690.63323529411,11264.226382978724,14583.536874999998,5869.627199999999,12166.126865671646
2010-06-25,20619.00869565217,27322.916760563377,5763.652903225808,26009.182394366195,4840.283606557377,23438.312571428585,7910.21242857143,11810.421884057967,8631.58101694915,24221.53849315069,18028.92971428571,14515.26803030303,26990.962328767127,32088.28442857144,9885.206323529408,8539.921249999998,12771.363428571427,17695.408260869568,20428.272112676055,27790.64605633803,11321.305147058825,16343.587014925371,20217.21257142857,19986.76785714286,10536.702,14148.436086956523,26521.9595945946,17586.072428571424,9149.19984375,9441.88,18621.767571428576,15841.742816901406,5764.886888888889,12616.902394366196,18926.857538461543,10113.48534883721,10112.903958333334,6709.3075000000035,18556.736231884057,13434.357571428573,17017.529275362318,10090.1575,13302.045531914891,6005.150833333334,11651.458088235297
2010-07-02,20444.084109589036,28224.516056338038,6248.388852459018,26129.683472222227,5016.283114754098,25504.018115942028,8464.276029411767,12352.66304347826,8394.167301587302,25637.414861111116,18878.262898550725,14423.595606060602,28032.148749999997,32884.34394366197,10280.247971014494,9541.2721875,14311.572686567164,18498.94632352942,21514.14833333333,29773.288472222215,10779.860606060605,16474.407499999998,21818.495492957743,22019.54845070422,11005.91115942029,16096.35044776119,28118.806944444434,19999.430714285714,8678.709701492538,9190.560612244897,18218.1238888889,16732.234366197183,6368.946666666667,12767.074444444443,18320.98647058823,10098.887209302324,10601.968723404254,7524.614166666665,19602.140579710143,15536.839714285714,18453.330289855076,11270.417777777777,13903.203958333334,6263.087291666666,12123.452121212122
2010-07-09,21775.692676056333,27259.458260869556,5543.082222222222,25524.059436619715,4783.751967213117,24497.36217391304,8727.387352941181,12250.57637681159,8089.819166666665,24926.667183098583,18552.992318840577,14295.5496969697,25983.94305555556,31945.844714285708,9878.537428571428,9597.708281249998,12307.587058823527,16498.47056338029,22218.89070422536,30104.08357142858,10828.446515151507,16555.36757575758,20250.511142857144,23457.782394366204,10428.856956521735,16751.589999999997,29847.366338028172,19147.055285714283,8803.897343749999,9089.445833333333,18265.53333333333,15172.58690140845,6720.531777777777,12482.339863013696,18936.817313432835,11505.20951219512,10922.957391304348,6877.0068,19282.22420289855,15562.51338235294,17044.631739130436,12392.814782608695,15292.517659574467,5723.9342857142865,12108.646153846152
2010-07-16,20699.12742857143,26751.88101449276,5782.439016393441,26738.417746478874,4601.667213114754,22287.440000000002,8441.914393939396,12298.993768115944,7900.508499999999,25389.617638888874,18704.48608695652,13884.890303030303,26111.230405405415,30432.675285714286,9045.767,9165.37015625,12891.050147058824,16404.62661764706,20173.671714285716,29447.1327536232,11616.898615384614,14975.651363636365,20480.059565217387,20267.100714285712,10536.20057971015,15119.878235294114,26488.61464788733,17758.498695652168,7881.415538461539,8940.17775510204,18547.690555555557,16002.460571428572,6384.950909090909,12743.42178082192,16782.311492537312,10859.582325581396,10322.340638297874,6505.340576923078,19417.56057971015,13901.870869565217,17098.382318840588,12148.636304347827,14517.590833333334,6063.2642857142855,11133.984461538457
2010-07-23,19237.016666666674,25094.61563380282,5601.023650793651,25320.91479452055,4579.043833333333,22327.336901408453,8385.753088235297,11384.288115942029,7584.860655737706,24422.34706666666,17526.62014084507,13824.29803030303,26490.98888888888,29625.440434782606,8430.33,9192.8778125,13139.777500000002,15189.82691176471,19600.62442857142,26768.111267605636,11430.201194029853,14325.341176470583,19051.92071428571,18785.07535211267,9641.897536231887,14081.385797101448,25114.593194444446,17476.59391304347,7674.274090909094,9372.155957446808,17972.279436619712,15627.804366197188,5877.542093023256,12356.862328767123,17257.791230769235,10044.915555555555,10249.960833333334,6566.736999999998,19052.92507246378,13766.295820895524,17031.626714285718,10676.431739130434,13521.573958333332,5973.064489795916,10665.688208955224
2010-07-30,19055.369444444445,25058.97444444445,5523.096031746031,24953.300138888895,4408.67262295082,21890.12542857143,8875.693529411765,11577.868970588233,7811.2531666666655,25104.98671232877,18384.983676470587,13841.640151515156,24902.56479452055,28941.454647887324,8974.261739130436,8791.151093749999,12823.341384615387,15861.141470588236,19245.01352112676,27941.379857142852,10846.61015151515,14276.082941176472,19127.152898550725,19542.50183098592,10031.240294117642,14784.180588235293,25229.021249999998,16431.495857142858,7844.19646153846,9122.786666666665,16876.61835616438,14796.53555555556,5501.068863636364,12166.344861111113,17001.966865671642,10057.021162790696,10381.126595744683,6595.654509803921,18959.74260869566,13619.900285714284,17552.704782608696,10208.66456521739,12960.671458333332,5612.672653061224,10542.048088235295
2010-08-06,22935.596857142853,28455.85685714285,6391.043809523808,26868.14901408451,4967.918360655738,23003.402676056336,9609.763731343282,13138.231911764704,8713.59083333333,27072.72347222222,20141.69,14885.79923076923,26974.266438356168,32171.210144927543,9406.635882352943,9170.882031250003,12050.017727272725,16424.19507042254,21315.155571428575,27683.730144927536,11034.01776119403,15079.494626865675,19957.930563380283,20321.398309859156,10137.165652173915,16548.96720588235,27257.666857142853,21452.13211267606,7996.737384615384,8828.141200000002,19047.90253521127,15896.556805555554,5972.498863636364,13907.54014084507,17355.638088235304,10623.703181818184,10820.779148936168,7726.008979591837,20142.709571428568,15548.468676470584,19393.227826086964,12598.787173913042,13970.721200000002,6314.98914893617,11142.049552238808
2010-08-13,21242.78535211268,26698.606338028163,5659.956333333331,28268.320422535206,4620.602419354838,21797.957464788735,9063.415151515152,12398.845857142853,8308.585862068965,28042.809999999998,20357.927941176476,14064.61212121212,26077.67430555556,29753.40304347825,9020.827246376812,8496.21828125,11343.211641791046,16435.19363636364,20257.529714285713,30014.818115942035,12399.830937499992,14187.106142857145,19512.260434782605,19225.607638888887,9943.078115942031,15332.398333333336,26259.66366197183,17409.829857142857,7619.523076923073,9253.334791666663,18440.546388888888,16542.509714285712,6031.079772727273,13397.304929577465,16277.425373134329,11200.876190476189,10246.163125,6565.398461538461,19592.366571428578,13791.220298507465,18637.34101449276,12147.499375,14269.598199999999,6192.087021276595,11111.726307692306
2010-08-20,21015.006805555557,28061.931857142856,5673.035645161293,28129.311126760556,4558.815555555555,21689.161971830978,8564.017205882355,12618.49913043478,8322.089666666667,28331.29371428571,20727.425652173904,14591.497538461534,27361.611369863003,29813.59869565218,9508.812537313433,8278.046984126986,11700.443283582088,17042.69656716418,20276.902714285716,27435.757777777788,13059.588923076924,15179.782686567163,20868.13115942029,19647.250571428573,10654.408970588232,14814.490588235292,27279.978309859154,16609.68888888889,8055.154393939393,9125.302040816327,19388.32690140845,16758.983943661966,5239.079318181818,13875.393521126762,15903.376923076927,10184.881395348837,10360.228085106384,6582.794600000002,21025.950285714287,13319.957142857145,19620.846231884057,10658.417659574467,15167.42744680851,5811.030612244898,11071.37953125
2010-08-27,20702.04171428572,26251.27450704226,5748.160158730161,25320.601643835616,4808.6625,20725.230285714286,8273.27223880597,12881.402608695651,8589.655254237288,23665.279726027395,19283.280441176466,15454.099384615383,26140.798219178087,29280.174927536227,9555.75220588235,9371.137419354845,11978.864029850749,18123.921791044777,22578.08927536232,27805.27957142858,12967.917727272732,15903.249411764706,22965.555942028983,19014.920422535215,10618.835074626864,14372.39,26347.664929577466,17022.656,8269.18378787879,9246.057916666667,18684.816619718313,15840.292083333334,5091.617954545454,12048.188591549299,13696.91134328358,9364.78931818182,10669.942708333334,6457.371200000001,20543.70913043479,13766.089850746268,17251.935735294122,9914.755531914894,13373.15693877551,5982.756734693878,11103.75892307692
2010-09-03,21391.16013888889,26825.466056338028,5817.047142857142,27265.59971830986,5308.163934426229,21280.63830985915,7610.929285714286,13029.514057971017,8517.484333333334,24532.38125,18897.30826086957,16299.371969696971,25835.845675675675,31631.357391304344,9123.53157142857,8213.452878787877,12270.201911764707,17208.112608695654,23193.137714285713,29062.48506849316,11196.504615384616,16037.848955223879,20073.131857142864,19244.811267605633,10234.329552238802,15258.083970588237,26874.8014084507,21456.488873239425,8645.856417910449,9419.36693877551,18083.992777777778,15221.284861111111,5160.996086956523,13210.36630136986,14159.116268656715,10268.915476190476,10633.906875,7695.847959183672,19495.182753623183,14151.49768115942,17476.507142857143,11659.068000000001,14666.53,5801.570980392155,11971.889393939395
2010-09-10,20936.95402777778,25543.45597222222,5591.44396825397,25559.189178082197,4944.08193548387,20059.513239436616,7878.960588235295,12049.640579710143,8080.586666666668,23568.907260273965,17591.835142857144,13281.162205882356,24275.944383561637,31310.967999999997,9440.664705882356,8269.516461538458,17660.12176470588,14870.604705882355,22414.83647887324,27985.483194444452,10212.966818181818,13393.83188405797,18446.99782608695,20479.147083333333,9368.74214285714,15326.857352941171,26950.631126760567,17306.41902777778,7332.692089552237,9289.039183673467,18169.153055555555,14286.602638888893,6062.997333333332,13130.154366197183,14353.522089552233,9654.919555555556,10857.363191489361,6861.789591836736,18545.890869565224,13818.725999999995,16752.460999999996,12533.851914893616,15698.261739130436,5669.1026,10609.709117647059
2010-09-17,19866.370416666665,25266.24788732394,5855.881290322582,26388.327916666676,4557.397580645161,18430.109154929574,7415.280757575756,12126.200724637683,7724.143166666667,23517.202465753417,17618.497246376817,12729.591194029852,24192.96945945946,27907.71214285714,8704.639850746265,8031.531076923077,12627.018115942028,14463.74217391304,19811.275857142857,27441.68704225352,10063.836176470591,13705.760746268654,16799.022898550727,18189.935142857146,9249.851176470587,13580.495588235293,22957.443098591546,16568.747857142855,6921.6849253731325,9626.212291666667,17487.905540540538,14499.477222222218,5353.851739130435,12297.85375,12991.306406250002,8915.57274509804,10229.620408163264,6862.309999999999,18425.226911764697,12574.219852941178,16103.92623188406,11671.121304347827,15426.447659574467,5372.387115384614,10701.307164179107
2010-09-24,19039.31028169014,24289.53830985916,5471.182615384615,25148.398333333334,4652.8822222222225,18222.740571428574,7283.713880597016,11378.31,7424.675737704915,22671.73630136987,16958.018115942024,12528.225588235295,23365.138219178083,26477.339859154934,7949.890869565219,7866.620307692307,12360.525942028982,14407.013939393935,18833.479714285717,25206.868309859157,10025.194925373136,13083.75724637681,15928.342753623187,16470.609436619714,8808.97579710145,12774.063235294117,22180.593194444442,15659.115633802816,6945.349402985076,9150.8606122449,17086.809027777777,15034.254929577462,5042.974782608696,12218.860140845069,11485.905757575754,9318.857555555558,10087.050612244899,6747.038775510205,17134.993428571423,12237.294347826088,16100.605507246377,10701.368695652172,13835.40319148936,5741.097551020408,9829.399710144928
2010-10-01,19908.62328767123,25738.597605633797,5786.840322580645,25955.225633802813,4424.658125,18710.82943661972,6507.227971014491,11653.702753623189,8126.101475409838,22546.4790410959,16654.795211267607,12892.973636363637,24186.088767123278,26510.05228571428,8216.60797101449,7249.6490625,12017.496666666666,13955.551470588234,19706.518571428573,27235.48183098592,9958.211617647054,13727.078333333337,15914.217464788735,17361.045714285716,9685.88441176471,13576.78705882353,21739.89901408451,17186.862999999994,7192.394090909092,9280.735416666668,17342.594857142856,14737.354999999998,4772.2210638297865,11859.028904109588,11508.435970149258,9594.760681818183,10813.835306122448,6671.418148148149,17675.129130434783,13105.18132352941,15845.947857142855,10467.911521739132,13689.766041666668,6003.048999999999,10298.623283582088
2010-10-08,20660.820958904107,25693.353333333336,6372.699193548388,27104.095138888904,4611.029365079366,19159.407042253526,7062.35117647059,12613.766086956519,8279.823114754097,24276.60849315068,18745.982608695653,13706.502686567159,25296.271216216213,30313.959420289855,8573.967971014492,6920.221874999999,11996.203768115945,16528.846417910445,20413.724571428567,29019.56718309858,10008.5219117647,14927.229705882357,16855.023999999994,19182.32309859155,9915.939117647058,14721.610588235293,24051.58971830986,18796.786901408457,7911.3292537313455,9241.609400000001,18311.713802816903,15288.499154929577,5793.134565217391,12940.425972222223,13251.74727272727,10098.900227272727,10926.742708333337,6755.218461538461,18646.356376811596,13891.50542857143,16841.19188405797,12760.839361702127,14557.80693877551,5704.580408163265,10967.383823529406
2010-10-15,19991.90547945205,25272.61253521126,5485.466507936507,25935.348472222227,4385.643750000001,18937.759436619723,6915.977313432834,11641.50647887324,7455.2406557377035,23340.414383561645,17279.46573529412,12682.644705882356,25362.069315068493,27602.323285714276,8485.459705882351,6851.049696969696,12149.23652173913,15141.442647058822,19561.680428571424,27092.72763888889,10049.449999999997,14035.315588235291,16467.78985294118,18321.221690140846,9060.216470588237,13999.356567164179,24343.495774647894,16543.757,7318.35893939394,9264.161020408164,17828.907464788732,15446.378591549297,5594.064888888889,12174.022191780818,12096.621060606056,10073.514444444447,10394.28875,7036.317916666666,18216.79411764706,13112.616714285714,16198.761857142861,11899.688297872337,14890.482553191485,5483.8455102040825,10675.571641791043
